Fase;Banco;Tipo de tronadura;Tipo Material;M;Dominio Estructural;Diámetro;BxS;Tiempo entre Pozos Filas ms;Fc;Tipo Explosivo;P10;P20;P30;P40;P50;P60;P70;P80;P90;P100;Este;Norte;Cota;B;S;tiempo_1;tiempo_2
Stage 2;3530.0;Tronadura 2;Roca 2;L8;Norte;12.25;10.5x10.5;9-94;232.0;E;0.393701;1.0629927;1.6535442;2.1259854;2.5984266;2.9921276;3.2283482000000006;3.9763801;4.4881914;5.905515;59284.0;91572.0;3530.0;10.5;10.5;9.0;94.0
Stage 4;2930.0;Tronadura 1;Roca 1;L4;Norte;10.625;6.5X6.5;11-105;475.0;J;1.4960638;2.2047256;2.7165369;3.2283482;3.8188997000000002;4.3700811;5.6299243;6.5354366;7.6377994;9.8031549;58995.42;90795.92;2930.0;6.5;6.5;11.0;105.0
Stage 4;2945.0;Tronadura 1;Roca 1;L4;Noreste;10.625;6.5x6.5;11-105;459.0;J;1.9291349;2.6377967;3.3464585;3.8582698;4.5275615;4.8425223;5.4330738;6.2598459;7.480319;9.055123;59366.93;90081.72;2945.0;6.5;6.5;11.0;105.0
Stage 2;3530.0;Tronadura 2;Roca 2;L1;Norte;12.25;10.5x10.5;9-94;232.0;J;0.6299216;1.4566937;2.2440957000000004;2.7952771;3.4251987;3.9763801;4.370081099999999;4.8425223;6.0236253;8.1889808;59271.57;91615.76;3530.0;10.5;10.5;9.0;94.0
Stage 2;3530.0;Tronadura 2;Roca 2;L8;Norte;12.25;13.5X14;9-94;104.0;E;0.7480319;1.968505;2.7952771;3.2283482;3.6614193;4.0944904;4.5275615;4.8818924;5.905515;8.5433117;58761.07;91524.29;3530.0;13.5;14.0;9.0;94.0
Stage 4;2930.0;Tronadura 1;Roca 1;L4;Norte;10.625;6.5x6.5;11-105;450.0;J;0.9448824;1.4173236;1.9291348999999998;2.5984266;3.3858286;4.2126007;5.118113;6.2204758;7.8346499;11.7716599;59229.42;90771.18;2930.0;6.5;6.5;11.0;105.0
Stage 4;2945.0;Tronadura 2;Roca 1;L4;Noreste;12.25;7x7;5-87;531.0;L;0.8661422;1.8897648;2.5590565;3.1102379;3.7007894;4.0944904;4.8425223;5.3543336;6.692917;9.3307137;59348.9;90116.41;2945.0;7.0;7.0;5.0;87.0
Stage 4;2930.0;Tronadura 1;Roca 1;L4;Norte;10.625;6.5x6.5;11-105;450.0;J;0.9842525;2.0472452000000003;2.9921276000000003;3.7401595;4.291340900000001;4.9212625;5.5511840999999995;6.3779562;7.5590592;11.6929197;59235.46;90825.31;2930.0;6.5;6.5;11.0;105.0
Stage 4;2930.0;Tronadura 1;Roca 1;L4;Norte;10.625;6.5x6.5;11-105;475.0;J;0.8661422;1.7322843999999997;2.4803162999999997;3.1102379;3.7401595000000003;4.6063017;5.6692944;6.2598459;7.87402;16.2598513;59110.89;90801.73;2930.0;6.5;6.5;11.0;105.0
Stage 4;2945.0;Tronadura 1;Roca 1;L3;Noreste;10.625;6.5x6.5;11-105;459.0;J;1.0629927;2.2834658;2.9921276000000003;3.5039389;4.0551203000000005;4.724412;5.3543335999999995;5.9842552;7.1259881;9.9212652;59354.3;90139.71;1945.0;6.5;6.5;11.0;105.0
Stage 4;2945.0;Tronadura 1;Roca 1;L4;Noreste;10.625;6.5x6.5;11-105;459.0;J;0.39;0.75;1.1;1.57;2.36;3.54;4.92;6.14;8.94;18.98;59358.0;90158.0;2945.0;6.5;6.5;11.0;105.0
Stage 4;2945.0;Tronadura 2;Roca 1;L4;Sureste;12.25;7x7;5-87;491.0;L;0.51;0.94;1.38;1.89;2.56;3.5;4.88;5.91;8.23;14.33;59341.0;89854.0;2945.0;7.0;7.0;5.0;87.0
Stage 4;2945.0;Tronadura 1;Roca 1;L4;Noreste;10.625;6.5x6.5;11-105;459.0;J;0.63;0.98;1.3;1.77;2.44;3.27;4.45;5.79;7.68;14.37;59348.0;90180.0;2945.0;6.5;6.5;11.0;105.0
Stage 4;2930.0;Tronadura 2;Roca 1;L4;Norte;12.25;7x7;5-87;539.0;L;0.45;0.83;1.14;1.65;2.48;3.62;4.96;5.94;8.03;12.17;59183.0;90652.0;2930.0;7.0;7.0;5.0;87.0
Stage 2;3530.0;Tronadura 2;Roca 2;L8;Norte;12.25;10.5x10.5;9-94;127.0;K;0.55;0.83;1.06;1.46;2.01;2.83;3.82;5.2;6.69;12.13;59266.0;91726.0;3530.0;10.5;10.5;9.0;94.0
Stage 4;2930.0;Tronadura 2;Roca 1;L4;Norte;12.25;7x7;5-87;539.0;L;0.35;0.71;1.1;1.65;2.56;3.62;4.8;6.14;8.23;16.61;59197.0;90601.0;2930.0;7.0;7.0;5.0;87.0
Stage 4;2945.0;Tronadura 1;Roca 1;L4;Noreste;10.625;6.5x6.5;11-105;459.0;J;0.12;0.2;0.47;0.79;1.34;2.68;4.61;6.57;9.92;20.43;59350.0;90202.0;2945.0;6.5;6.5;11.0;105.0
Stage 4;2930.0;Tronadura 1;Roca 1;L4;Norte;10.625;6.5x6.5;11-105;450.0;J;0.55;0.94;1.3;1.65;2.24;3.15;4.29;5.91;8.86;14.57;59215.0;90688.0;2930.0;6.5;6.5;11.0;105.0
Stage 4;2930.0;Tronadura 1;Roca 1;L4;Norte;10.625;6.5x6.5;11-105;452.0;J;0.39;0.75;1.1;1.69;2.56;3.62;4.88;6.5;8.94;13.27;59211.0;90653.0;2930.0;6.5;6.5;11.0;105.0
Stage 2;3530.0;Tronadura 2;Roca 2;L7;Norte;12.25;10.5x10.5;9-94;324.0;K;0.67;0.98;1.26;1.65;2.13;2.8;3.66;5.08;6.97;12.48;58935.0;91507.0;3530.0;10.5;10.5;9.0;94.0
Stage 2;3530.0;Tronadura 2;Roca 2;L1;Norte;12.25;10.5x10.5;9-94;324.0;K;0.51;0.63;0.91;1.3;1.97;2.99;4.33;5.35;7.24;11.1;58964.0;91507.0;3530.0;10.5;10.5;9.0;94.0
Stage 4;2930.0;Tronadura 1;Roca 1;L4;Norte;10.625;6.5x6.5;11-105;452.0;J;0.24;0.51;0.87;1.54;2.4;3.31;4.61;5.91;7.76;11.02;59223.0;90635.0;2930.0;6.5;6.5;11.0;105.0
Stage 2;3530.0;Tronadura 2;Roca 2;L1;Norte;12.25;10.5x10.5;5-87;385.0;K;0.83;1.1;1.38;1.65;2.01;2.72;3.54;4.96;7.24;11.22;59274.0;91543.0;3530.0;10.5;10.5;5.0;87.0
Stage 4;2930.0;Tronadura 1;Roca 1;L4;Noreste;10.625;6.5x6.5;4-24;500.0;B;0.12;0.43;0.67;1.18;2.4;3.7;5.08;6.54;8.07;15.71;59230.0;90495.0;2941.0;6.5;6.5;4.0;24.0
Stage 4;2930.0;Tronadura 1;Roca 1;L4;Norte;10.625;6.5x6.5;11-105;434.0;J;0.16;0.47;0.71;1.22;2.13;3.39;4.8;6.14;7.36;13.46;59193.0;90834.0;2930.0;6.5;6.5;11.0;105.0
Stage 4;2930.0;Tronadura 1;Roca 1;L4;Norte;10.625;6.5x6.5;11-105;452.0;J;0.18;0.53;0.75;0.94;1.85;3.15;4.53;6.06;8.74;12.4;59222.0;90615.0;2930.0;6.5;6.5;11.0;105.0
Stage 4;2930.0;Tronadura 1;Roca 1;L4;Noreste;10.625;6.5x6.5;4-24;500.0;B;0.47;0.87;1.22;1.61;2.17;3.07;4.37;6.02;8.07;14.84;59218.0;90532.0;2936.0;6.5;6.5;4.0;24.0
Stage 4;2930.0;Tronadura 1;Roca 1;L4;Norte;10.625;6.5x6.5;11-105;434.0;J;0.71;1.1;1.46;1.81;2.36;3.39;4.65;6.3;9.06;15.35;59150.0;90832.0;2930.0;6.5;6.5;11.0;105.0
Stage 4;2930.0;Tronadura 2;Roca 1;L4;Norte;12.25;7x7;5-87;539.0;L;0.5118113;1.1023628;2.6377967;3.5039389;4.1338605;4.6456718;5.2362233;5.905515;6.692917;11.8897702;59201.72;90586.74;2930.0;7.0;7.0;5.0;87.0
Stage 4;2930.0;Tronadura 1;Roca 1;L4;Norte;10.625;6.5x6.5;11-105;452.0;J;0.4724412;1.0236226000000002;2.2047256;3.4645688;4.370081099999999;5.0000027;5.5511840999999995;6.3385861;8.4645715;11.6141795;59220.1;90566.72;2930.0;6.5;6.5;11.0;105.0
Stage 4;2930.0;Tronadura 2;Roca 1;L4;Norte;12.25;7X7;5-87;536.0;B;0.1968505;0.6692916999999999;1.1417329;1.968505;3.3464585;4.2913409;5.157483099999999;6.0629954;7.5590592;11.9291403;59269.1;89828.08;2930.0;7.0;7.0;5.0;87.0
Stage 4;2930.0;Tronadura 1;Roca 1;L4;Norte;10.625;6.5x6.5;11-105;452.0;J;0.4724412;1.1417329;2.7952771;3.8976399;4.5669316;5.118113;5.6692944;6.3385861;7.0472479;9.9606353;59244.0;90602.44;2930.0;6.5;6.5;11.0;105.0
Stage 4;2930.0;Tronadura 1;Roca 1;L4;Norte;11.625;6.5x6.5;11-106;453.0;J;0.3543309;0.7480319000000001;1.6535442;2.8740173;3.8976398999999997;5.0000027;5.511814;6.1811057;7.4409489;9.6456745;59221.0;90602.76;2930.0;6.5;6.5;11.0;106.0
Stage 2;3530.0;Tronadura 2;Roca 2;L1;Norte;12.25;10.5x10.5;5-87;208.0;K;0.4724412;0.9055122999999999;1.4173236;2.0472452;2.5590565;2.9527575;3.3858286;3.7795296;4.4094512;7.0078778;59420.0;91813.0;3530.0;10.5;10.5;5.0;87.0
Stage 4;2930.0;Tronadura 2;Roca 1;L4;Norte;12.25;7x7;5-87;539.0;L;0.3543309;0.4724412;1.2204731000000002;2.3228359;3.1102379;3.9763801;4.763782099999999;5.5511841;6.6141768;10.9055177;59178.42;90566.0;2930.0;7.0;7.0;5.0;87.0
Stage 4;2930.0;Tronadura 1;Roca 1;L4;Norte;10.625;6.5x6.5;11-105;467.0;E;0.4724412;1.1417329;2.1653555;3.0314977;4.0157502;4.7637821;5.511814;6.4566964;7.87402;9.448824;58851.38;90740.02;2930.0;6.5;6.5;11.0;105.0
Stage 4;2930.0;Tronadura 2;Roca 1;L4;Norte;12.25;7x7;5-87;536.0;B;0.5511814;1.0629927;1.8110245999999999;2.5196864;3.2283482000000006;4.0944904;4.9212625;5.8267748;7.1653582;10.4724466;59259.02;89861.75;2930.0;7.0;7.0;5.0;87.0
Stage 4;3530.0;Tronadura 2;Roca 2;L1;Norte;12.25;10.5x10.5;5-87;208.0;K;0.7086618;1.1023628;1.5354339;2.1259854;2.5984266;2.9921276;3.3858286;3.8976399;4.4094512;6.4566964;59443.89;91835.67;3530.0;10.5;10.5;5.0;87.0
Stage 4;2930.0;Tronadura 2;Roca 1;L4;Norte;12.25;7x7;5-87;536.0;B;0.7086618;1.2598432;2.0078751;2.8346472;3.4645687999999994;4.2913409;4.881892400000001;5.9448851;6.8897675;11.2204785;59285.19;90734.0;2930.0;7.0;7.0;5.0;87.0
Stage 4;2930.0;Tronadura 1;Roca 1;L4;Norte;10.625;6.5x6.5;11-105;467.0;E;0.7086618;1.2204731000000002;2.0472452000000003;3.149608;4.0157502;4.8425223;5.5511840999999995;6.2598459;7.480319;11.7716599;58819.85;90734.0;2930.0;6.5;6.5;11.0;105.0
Stage 4;2930.0;Tronadura 1;Roca 1;L4;Norte;10.625;6.5x6.5;11-105;467.0;E;0.6692917;0.9842525;1.4960638000000002;2.4803163;3.6614193;4.6456718;5.5511840999999995;6.299216;7.480319;10.8661476;58805.06;90752.89;2930.0;6.5;6.5;11.0;105.0
Stage 4;2930.0;Tronadura 2;Roca 1;L4;Sureste;12.25;7X7;5-87;536.0;B;0.5905515;1.0236226000000002;1.6929143;2.4409462;3.1889781000000004;4.0157502;4.960632599999999;5.7874047;6.6535469;8.7401622;59239.3;89877.2;2930.0;7.0;7.0;5.0;87.0
Stage 4;2930.0;Tronadura 1;Roca 1;L4;Norte;10.625;6.5x6.5;4-24;500.0;B;0.5511814;1.0236226000000002;1.5354339;2.4015761;3.2677183;4.0551203;4.881892400000001;5.8267748;7.9921303;10.5118167;59164.02;90535.91;2930.0;6.5;6.5;4.0;24.0
Stage 4;2930.0;Tronadura 2;Roca 1;L4;Sureste;12.25;7x7;5-87;536.0;B;0.8267721;1.3385833999999999;2.0472452000000003;2.9133874;3.7007894;4.4094512;5.118113;5.8267748;6.5748067;10.0787456;59323.9;89825.84;2930.0;7.0;7.0;5.0;87.0
Stage 4;2930.0;Tronadura 1;Roca 1;L4;Noreste;10.625;6.5x6.5;4-24;500.0;B;0.24;0.59;0.91;1.5;2.52;3.62;4.72;6.14;8.03;11.5;59152.0;90505.0;2930.0;6.5;6.5;4.0;24.0
Stage 4;2930.0;Tronadura 2;Roca 1;L4;Noreste;12.25;7x7;5-87;545.0;K;0.16;0.51;0.94;1.46;2.28;3.31;4.65;6.46;9.13;12.91;59088.0;90420.0;2930.0;7.0;7.0;5.0;87.0
Stage 4;2930.0;Tronadura 1;Roca 1;L4;Noreste;10.625;6.5x6.5;4-24;500.0;B;0.17;0.49;0.79;1.18;1.73;2.8;4.06;5.94;10.35;16.89;59158.0;90486.0;2930.0;6.5;6.5;4.0;24.0
Stage 4;2930.0;Tronadura 1;Roca 1;L4;Noreste;10.625;6.5x6.5;4-24;500.0;B;0.2;0.55;0.83;1.22;1.93;3.07;4.29;6.1;7.83;19.06;59236.0;90511.0;2930.0;6.5;6.5;4.0;24.0
Stage 2;3530.0;Tronadura 2;Roca 2;L8;Norte;10.625;8.5x10;9-94;104.0;K;0.12;0.35;0.63;1.02;1.57;2.4;3.46;5.08;8.19;17.4;59327.0;91792.0;3530.0;8.5;10.0;9.0;94.0
Stage 2;3530.0;Tronadura 2;Roca 2;L8;Norte;10.625;8.5x10;9-94;104.0;K;0.12;0.35;0.55;0.94;1.57;2.48;3.7;4.88;7.32;10.0;59273.0;91763.0;3530.0;8.5;10.0;9.0;94.0
Stage 4;2930.0;Tronadura 2;Roca 1;L4;Noreste;12.25;7x7;5-87;545.0;K;0.31;0.67;0.98;1.38;1.89;2.91;4.25;6.02;8.66;14.25;59115.0;90367.0;3530.0;7.0;7.0;5.0;87.0
Stage 4;2915.0;Tronadura 2;Roca 1;L4;Norte;12.25;7x7;3-11;525.0;B;0.67;1.06;1.5;1.93;2.68;3.66;4.72;5.94;7.48;12.99;59019.0;90707.0;2917.0;7.0;7.0;3.0;11.0
Stage 4;2930.0;Tronadura 2;Roca 1;L4;Sureste;12.25;7x7;5-87;453.0;B;0.55;0.94;1.61;2.28;3.03;3.66;4.49;5.77;8.54;14.06;59343.0;89694.0;2930.0;7.0;7.0;5.0;87.0
Stage 2;3515.0;Tronadura 2;Roca 2;L1;Norte;10.625;11.5x12.5;9-94;184.0;E;0.39;0.59;0.91;1.26;1.77;2.64;3.86;5.08;6.69;12.87;59428.0;91665.0;3525.0;11.5;12.5;9.0;94.0
Stage 2;3530.0;Tronadura 2;Roca 2;L8;Norte;10.625;8.5x10;9-94;104.0;K;0.51;0.79;1.06;1.34;1.69;2.28;3.5;5.04;7.13;13.15;59221.0;91746.0;3530.0;8.5;10.0;9.0;94.0
Stage 4;2915.0;Tronadura 2;Roca 1;L4;Norte;12.25;7x7;3-11;525.0;B;0.43;0.63;0.93;1.42;2.2;3.43;4.8;6.22;9.21;16.61;59054.0;90734.0;2915.0;7.0;7.0;3.0;11.0
Stage 4;2930.0;Tronadura 1;Roca 1;L4;Sureste;10.625;6.5x6.5;5-87;484.0;B;0.59;0.81;1.15;1.45;1.93;2.87;3.98;5.91;8.19;12.48;59332.0;89624.0;2930.0;6.5;6.5;5.0;87.0
Stage 4;2915.0;Tronadura 2;Roca 1;L4;Norte;12.25;7x7;3-11;525.0;B;0.39;0.71;1.1;1.61;2.36;3.43;4.69;6.1;8.11;10.83;59081.0;90712.0;2915.0;7.0;7.0;3.0;11.0
Stage 4;2930.0;Tronadura 1;Roca 1;L4;Sureste;10.625;6.5x6.5;5-87;484.0;B;0.43;0.75;1.3;1.46;1.97;2.91;4.13;5.98;8.43;13.62;59349.0;89613.0;2930.0;6.5;6.5;5.0;87.0
Stage 2;3515.0;Tronadura 2;Roca 2;L1;Norte;10.625;11.5x12.5;9-94;184.0;E;0.35;0.67;1.06;1.57;2.24;3.11;3.94;5.12;6.57;11.85;59475.0;91634.0;3516.0;11.5;12.5;9.0;94.0
Stage 4;2915.0;Tronadura 2;Roca 1;L4;Norte;12.25;7x7;3-11;525.0;B;0.31;0.63;0.91;1.38;2.09;3.31;4.61;6.1;8.46;15.51;58993.0;90714.0;2915.0;7.0;7.0;3.0;11.0
Stage 4;2930.0;Tronadura 2;Roca 1;L4;Noreste;10.625;6.5x6.5;4-24;500.0;B;0.5511814;1.5354339;2.2440957000000004;2.8740173;3.5039388999999996;4.1338605;5.1968532;5.8267748;7.7952798;13.2283536;59203.0;90481.0;2930.0;6.5;6.5;4.0;24.0
Stage 4;2930.0;Tronadura 1;Roca 1;L4;Sureste;10.625;6.5x6.5;5-87;484.0;B;0.9055123;1.5354339;2.1653555;2.8740173;3.5826790999999996;4.1732306;5.0000027000000005;6.0629954;7.3228386;10.7874074;59332.0;89576.0;2930.0;6.5;6.5;5.0;87.0
Stage 4;2930.0;Tronadura 2;Roca 1;L4;Noreste;12.25;7x7;5-87;545.0;K;0.8267721;1.2598432;1.7716545;2.4803163;3.3070884;4.0157502;4.6850419;5.9448851;7.1653582;11.81103;59117.0;90327.0;2930.0;7.0;7.0;5.0;87.0
Stage 4;2930.0;Tronadura 2;Roca 1;L4;Noreste;12.25;7x7;5-87;545.0;K;0.9055123;1.6535442;2.1653555;2.7952771;3.5039388999999996;3.93701;4.6063017;5.3149635;6.2598459;7.6771695;59127.0;90366.0;2930.0;7.0;7.0;5.0;87.0
Stage 4;2930.0;Tronadura 1;Roca 2;L1;Sureste;10.625;6.5x6.5;5-87;484.0;B;0.7480319;1.2204731000000002;1.8503947;2.5196864;3.0708678;3.7007894;4.4094512;5.0787429;6.4960665;8.7007921;59314.0;89547.0;2930.0;6.5;6.5;5.0;87.0
Stage 2;3530.0;Tronadura 2;Roca 2;L8;Norte;12.25;11.5x12.5;9-94;119.0;K;0.6692917;1.0236226000000002;1.4566937;1.8503947;2.2440957000000004;2.6771668;3.3070884;3.8188997;4.6063017;6.0236253;59207.0;91677.0;3530.0;11.5;12.5;9.0;94.0
Stage 4;2930.0;Tronadura 2;Roca 1;L4;Noreste;12.25;7x7;5-87;545.0;K;0.9842525;1.3779535;1.7716545;2.2834658;2.8740172999999998;3.6614193;4.4094512;5.905515;8.0315004;14.960638;59117.0;90386.0;2930.0;7.0;7.0;5.0;87.0
Stage 4;2930.0;Tronadura 1;Roca 2;L1;Sureste;10.625;6.5x6.5;5-87;484.0;B;0.7480319;1.3385833999999999;2.0866153;2.7165369;3.2283482000000006;3.8976399;4.4094512;5.3149635;6.2598459;8.7795323;59299.0;89520.0;2930.0;6.5;6.5;5.0;87.0
Stage 2;3530.0;Tronadura 2;Roca 2;L8;Norte;12.25;11.5x12.5;9-94;185.0;K;0.6299216;0.9448824;1.2204731000000002;1.574804;1.9291348999999998;2.3228359;2.755907;3.4645688;4.2913409;6.692917;59189.0;91705.0;3530.0;11.5;12.5;9.0;94.0
Stage 4;2930.0;Tronadura 2;Roca 1;L4;Noreste;12.25;7x7;5-87;545.0;K;0.787402;1.2204731000000002;1.6141741000000003;2.1259854;2.8346472;3.7007894;4.5275615;5.7480346;7.0078778;12.0866207;59142.0;90313.0;2930.0;7.0;7.0;5.0;87.0
Stage 4;2930.0;Tronadura 1;Roca 1;L4;Noreste;10.625;6.5x6.5;4-30;496.0;B;0.2755907;0.5118113000000001;0.9842525;1.9291349;2.9133874;3.7401595;4.6063017;5.7874047;7.6771695;11.7716599;59244.67;90439.0;2937.0;6.5;6.5;4.0;30.0
Stage 4;2930.0;Tronadura 1;Roca 1;L4;Noreste;10.625;6.5x6.5;4-30;496.0;B;0.393701;0.787402;1.2992133;1.9291349;2.7165369;3.7795296;5.0000027000000005;6.0629954;9.3307137;11.9685104;59240.69;90450.0;2935.0;6.5;6.5;4.0;30.0
Stage 4;2930.0;Tronadura 2;Roca 1;L4;Noreste;12.25;7x7;5-87;545.0;K;0.7086618;1.181103;1.6141741000000003;2.2047256;3.0314977;3.8188997;4.5669316;5.8267748;7.086618;12.4015815;59161.0;90356.0;2930.0;7.0;7.0;5.0;87.0
Stage 4;2930.0;Tronadura 1;Roca 1;L4;Noreste;10.625;6.5x6.5;4-30;496.0;B;0.6299216;1.5354339;2.362206;3.1889781;3.8582697999999995;4.6063017;5.4330738;6.1417356;7.8346499;9.3307137;59237.0;90465.0;2935.0;6.5;6.5;4.0;30.0
Stage 4;2930.0;Tronadura 1;Roca 1;L4;Sureste;10.625;6.5x6.5;5-87;484.0;B;0.787402;1.7716545;2.5590565;3.2677183;3.93701;4.7637821;5.511814;6.2204758;8.661422;10.0000054;59337.0;89541.0;2930.0;6.5;6.5;5.0;87.0
Stage 4;2930.0;Tronadura 2;Roca 1;L4;Noreste;12.25;7x7;5-87;545.0;K;1.0629927;1.6141741000000003;2.2047256;2.8740173;3.4645687999999994;4.0944904;4.881892400000001;5.5905542;7.3228386;10.236226;59145.0;90415.0;2930.0;7.0;7.0;5.0;87.0
Stage 4;2930.0;Tronadura 1;Roca 1;L4;Noreste;10.625;6.5x6.5;4-30;496.0;B;0.8661422;1.3779535;2.0078751;2.7165369;3.5826790999999996;4.2519708;5.157483099999999;6.1417356;7.4015788;9.6063044;59199.0;90473.0;2930.0;6.5;6.5;4.0;30.0
Stage 4;2930.0;Tronadura 1;Roca 1;L4;Sureste;10.625;6x6;5-87;486.0;C;0.7480319;1.1417329;1.9291348999999998;2.6771668;3.5826790999999996;4.2519708;5.0787429;6.4960665;8.6220519;11.5748094;59382.0;89677.0;2930.0;6.0;6.0;5.0;87.0
Stage 4;2930.0;Tronadura 1;Roca 1;L4;Sureste;10.625;6x6;5-87;486.0;C;0.47;0.85;1.18;1.65;2.32;3.23;4.53;6.14;8.19;24.8;59376.0;89646.0;2930.0;6.0;6.0;5.0;87.0
Stage 4;2915.0;Tronadura 2;Roca 1;L4;Norte;12.25;7x7;3-11;525.0;B;0.51;0.83;1.22;1.77;2.48;3.31;4.33;5.91;7.48;15.24;59090.0;90745.0;2915.0;7.0;7.0;3.0;11.0
Stage 4;2915.0;Tronadura 1;Roca 1;L4;Norte;10.625;6.5x6.5;11-105;439.0;J;0.24;0.59;0.91;1.38;2.01;3.15;4.53;6.22;9.17;18.31;59041.0;90751.0;2915.0;6.5;6.5;11.0;105.0
Stage 4;2930.0;Tronadura 1;Roca 1;L4;Sureste;10.625;6.5x6.5;5-87;484.0;B;0.54;0.91;1.34;1.75;2.44;3.43;4.49;6.06;8.54;15.39;59360.0;89603.0;2930.0;6.5;6.5;5.0;87.0
Stage 2;3530.0;Tronadura 2;Roca 2;L8;Norte;10.625;8.5x10;5-87;185.0;J;0.63;0.87;1.1;1.38;1.85;2.52;3.62;4.72;6.22;11.61;59357.0;91836.0;3530.0;8.5;10.0;5.0;87.0
Stage 4;2915.0;Tronadura 2;Roca 1;L4;Norte;12.25;7x7;3-11;525.0;B;0.68;1.02;1.38;1.77;2.36;3.27;4.37;5.67;7.13;10.87;59096.0;90707.0;2915.0;7.0;7.0;3.0;11.0
Stage 4;2915.0;Tronadura 1;Roca 1;L4;Norte;10.625;6.5x6.5;11-105;439.0;J;0.67;1.06;1.46;1.89;2.52;3.35;4.37;5.98;8.19;17.24;58998.0;90755.0;2915.0;6.5;6.5;11.0;105.0
Stage 2;3530.0;Tronadura 2;Roca 2;L8;Norte;10.625;8.5x10;5-87;185.0;J;0.51;0.71;0.98;1.38;2.09;2.76;3.7;4.69;7.01;11.46;59274.0;91791.0;3530.0;8.5;10.0;5.0;87.0
Stage 4;2915.0;Tronadura 1;Roca 1;L4;Norte;10.625;6.5x6.5;11-105;439.0;J;0.59;1.02;1.42;1.97;2.76;3.7;4.84;6.1;8.15;16.97;59047.0;90767.0;2915.0;6.5;6.5;11.0;105.0
Stage 4;2915.0;Tronadura 1;Roca 1;L4;Norte;10.625;6.5x6.5;11-105;439.0;J;0.47;0.71;1.02;1.5;2.24;3.11;4.41;5.98;7.56;14.45;59077.0;90775.0;2915.0;6.5;6.5;11.0;105.0
Stage 4;2915.0;Tronadura 1;Roca 1;L4;Norte;10.625;6.5x6.5;11-105;474.0;J;0.51;0.79;1.18;1.69;2.36;3.46;4.72;6.06;9.02;17.48;58908.0;90729.0;2915.0;6.5;6.5;11.0;105.0
Stage 4;2915.0;Tronadura 1;Roca 1;L4;Norte;10.625;6.5x6.5;11-105;474.0;J;1.1023628;1.8897648;2.6377967;3.3858286;3.8976398999999997;4.6456718;5.2362233;6.2204758;7.2834685;8.9370127;58889.0;90713.0;2915.0;6.5;6.5;11.0;105.0
Stage 4;2930.0;Tronadura 2;Roca 1;L4;Noreste;12.25;7x7;5-87;545.0;K;0.8267721;1.3779535;2.0866153;2.9133874;3.4645687999999994;4.0157502;4.6850419;5.511814;6.6141768;11.6141795;59112.0;90478.0;2930.0;7.0;7.0;5.0;87.0
Stage 4;2930.0;Tronadura 1;Roca 1;L4;Sureste;10.625;6x6;5-87;486.0;C;0.8661422;1.3385833999999999;1.7322843999999997;2.362206;3.2283482000000006;4.3700811;5.3149635;6.4566964;8.2283509;11.417329;59370.0;89695.0;2930.0;6.0;6.0;5.0;87.0
Stage 4;2930.0;Tronadura 1;Roca 1;L4;Sureste;10.625;6x6;5-87;486.0;C;0.7480319;1.3779535;2.2440957000000004;2.9133874;3.7401595000000003;4.4094512;5.118113;6.2204758;7.9133901;10.5118167;59376.0;89741.0;2930.0;6.0;6.0;5.0;87.0
Stage 4;2930.0;Tronadura 2;Roca 1;L4;Noreste;10.625;6.5x6.5;4-24;500.0;B;0.7086618;1.1417329;1.6141741000000003;2.2834658;2.9527575;3.7007894;4.5669316;5.8267748;6.9685077;12.598432;59393.0;90725.0;2930.0;6.5;6.5;4.0;24.0
Stage 4;2930.0;Tronadura 1;Roca 1;L4;Sureste;10.625;6x6;5-87;486.0;C;0.8661422;1.2598432;1.6929143;2.5196864;3.4645687999999994;4.2519708;5.1968532;6.3385861;8.3070911;15.1574885;59407.0;89694.0;2930.0;6.0;6.0;5.0;87.0
Stage 4;2930.0;Tronadura 2;Roca 1;L4;Noreste;10.625;6.5x6.5;4-24;500.0;B;0.9055123;1.0629927;1.4566937;1.8503947;2.4803162999999997;3.1889781;4.370081099999999;5.905515;7.8346499;16.2204812;59176.0;90463.0;2930.0;6.5;6.5;4.0;24.0
Stage 2;3515.0;Tronadura 2;Roca 2;L1;Norte;12.25;10.5x10.5;9-94;260.0;F;0.7086618;0.9448824;1.2598432;1.7322844;2.2440957000000004;2.8740173;3.4251987;4.1338605;5.0787429;10.0000054;59346.0;91578.0;3515.0;10.5;10.5;9.0;94.0
Stage 4;2930.0;Tronadura 2;Roca 1;L4;Noreste;10.625;6.5x6.5;4-30;496.0;B;0.5118113;0.8661421999999999;1.4566937;2.2047256;2.9133874;3.6220492;4.2126007;5.5905542;6.5748067;10.236226;59203.0;90458.0;2930.0;6.5;6.5;4.0;30.0
Stage 4;2915.0;Tronadura 1;Roca 1;L4;Norte;10.625;6.5x6.5;11-105;439.0;J;0.5511814;0.9055122999999999;1.3779535;2.0866153;2.8346472;3.6614193;4.6850419;5.9842552;9.8818951;16.3779616;59104.0;90757.0;2915.0;6.5;6.5;11.0;105.0
Stage 2;3515.0;Tronadura 2;Roca 2;L1;Norte;12.25;10.5x10.5;9-94;260.0;F;0.6299216;1.0629927;1.6141741000000003;2.0472452;2.4803162999999997;2.9527575;3.3464585;3.7795296;4.5275615;7.5984293;59318.0;91585.0;3515.0;10.5;10.5;9.0;94.0
