P10;P20;P30;P40;P50;P60;P70;P80;P90;P100
0.9842525;1.2598432;1.4566937;1.6929143;2.0078751;2.5196864;3.0708678;3.8188997000000002;4.6850419;7.165358199999999
0.31;0.59;0.83;1.14;1.61;2.28;3.03;4.21;6.1;10.08
0.8661421999999999;1.6929143;2.5590565;3.2677183;3.9763801;4.370081099999999;4.9212625;5.511814;8.3070911;10.787407400000001
0.0787402;0.3543309;0.6692916999999999;1.3779535;2.5196864;3.5826790999999996;4.4094512;5.708664499999999;7.4409489;10.9842579
0.47;0.87;1.26;1.89;2.83;3.86;4.88;6.46;8.66;18.23
0.5511814;0.787402;1.0236226000000002;1.4960638000000002;1.968505;2.5590565;3.0314977;3.7007894;4.5669316;7.0472479
0.9055122999999999;1.9291349;2.5984266;3.149608;3.6220492;4.291340900000001;4.8425223;5.8661449;7.086618;10.0787456
0.2755907;0.5511814;1.0236226000000002;1.574804;2.1259854;2.5984266;3.228348200000001;3.8582697999999995;4.8031522;7.2440983999999995
1.0629927;1.4566937;1.8897648;2.4803162999999997;3.149608;3.7795296;4.488191400000002;5.4330738;6.692917;12.0866207
0.5905515;1.2598432;2.0078751;2.6377967;3.1889781000000004;3.8976398999999997;4.6456718;5.708664499999999;6.653546899999999;10.314966199999999
0.5118113000000001;0.6692916999999999;0.8661421999999999;1.2204731000000002;1.7322843999999995;2.4015761;3.0708678;3.8188997000000002;5.157483099999999;14.685047299999999
0.12;0.28;0.59;0.98;1.81;3.15;4.72;6.57;8.58;14.21
0.5905515;0.9842525;1.6929143;2.2440957000000004;2.6771668;2.9921276000000003;3.4645687999999994;4.0551203000000005;4.763782099999999;7.5196891
0.47;0.79;1.02;1.26;1.57;1.93;2.6;3.74;5.67;11.65
0.16;0.43;0.59;0.87;1.22;2.05;2.99;4.21;5.98;9.72
0.31;0.51;0.75;1.1;1.54;1.97;2.6;3.95;5.67;8.74
0.7480319000000001;1.5354339;2.5590565;3.3070884;3.93701;4.4094512;5.0787429;5.8267748;6.5748067;9.7244147
0.6299216;1.2992133;1.8110246;2.1653555;2.5196864;2.8740172999999998;3.2677183;3.7795296;5.0787429;7.204728299999999
0.47;0.87;1.22;1.65;2.28;3.27;4.45;6.18;9.17;18.43
0.47;0.63;0.87;1.3;1.85;2.48;3.23;4.06;4.96;8.19
1.5354339;2.4803163;3.149608;3.543309;4.2126007;4.6063017;5.3543336;5.8267748;6.6141768;8.700792100000001
1.2204731000000002;1.8503947;2.5196864;3.2283482000000006;3.7795296;4.370081099999999;4.881892400000001;5.472443900000001;6.5354366;11.1417383
0.59;0.91;1.3;1.77;2.48;3.43;4.33;5.91;9.76;18.78
0.393701;0.787402;1.7322843999999995;2.8346472;3.7007894;4.5669316;5.2755934;6.102365499999999;6.8503974;9.8031549
0.3543309;0.7086618;1.4566937;1.968505;2.4803163;2.9921276000000003;3.543309;4.0157502;4.4488213;7.086618
0.5118113000000001;1.1417329;1.4960638000000002;1.8897648;2.5196864;3.3464585;4.4094512;6.3385861;7.9921303;14.960638000000001
0.8267721;1.0629927;1.3385834;1.7716545;2.4409462000000004;3.2283482000000006;3.8976399;5.0000027000000005;6.4173263;8.7795323
0.8661421999999999;1.2992133;1.8503947;2.4015761;2.9921276000000003;3.7401595000000003;4.6850419;5.7874047;7.086618;10.787407400000001
0.9055122999999999;1.2204731000000002;1.6535442;2.2440957000000004;2.9921276000000003;3.6220491999999997;4.4488213;5.6692944;8.188980800000001;14.566937
0.3543309;0.6692916999999999;1.1417329;1.574804;2.0472452000000003;2.4803162999999997;3.1102379;3.6614193;4.4094512;6.1811057
0.2;0.63;1.38;2.36;3.43;4.25;5.08;6.54;9.45;14.65
0.12;0.39;0.63;0.94;1.81;2.95;4.29;6.26;8.7;16.5
0.5118113000000001;0.7480319000000001;0.9448824;1.2992133;1.7716545;2.4409462000000004;3.0314977;3.7401595000000003;4.5669316;6.968507700000001
0.35;0.51;0.79;1.42;2.6;3.86;5.16;6.89;8.78;13.78
0.9055122999999999;1.3779535;1.9291349;2.4409462000000004;2.9921276000000003;3.5039388999999996;4.0551203000000005;4.881892400000001;6.1417356;8.8189024
0.87;1.93;2.6;3.19;3.74;4.21;4.92;5.87;6.93;9.53
0.08;0.2;0.43;0.75;1.57;2.83;4.13;5.31;6.65;10.31
0.24;0.67;0.91;1.42;2.36;3.43;4.76;6.22;8.62;15.98
0.43307109999999993;0.6299216;0.787402;0.9842525;1.2992133;1.7322843999999997;2.2834658;3.1889781000000004;4.370081099999999;9.1338632
0.39;0.71;1.02;1.61;2.48;3.46;4.72;5.98;7.6;9.76
0.16;0.67;1.14;1.81;2.64;3.5;4.76;5.91;7.76;16.1
0.2;0.35;0.55;0.83;1.3;1.81;2.52;3.46;4.53;8.74
1.1023628;1.8110246;2.5196864;3.3464585;3.93701;4.6063017;5.1968532;5.905515;7.9527602;12.2834712
0.7086618;1.0629927;1.3779535;1.6929143;2.2047256;3.0708678;4.330711;5.905515;9.4881941;16.6535523
1.2598432;2.0078751;2.5196864;3.0708678;3.4645687999999994;4.0157502;4.6456718;5.472443900000001;6.4960665;8.976382800000001
0.2;0.5;1.1;2.4;3.5;4.3;5.4;6.3;7.5;11.3
0.1968505;1.4173236;2.0866153;2.6771667999999997;3.0314977;3.4645687999999994;3.7795296;4.2126007;5.0393728;6.102365499999999
1.181103;1.574804;2.0866153;2.5590565;3.1102379;3.7007894;4.4488213;5.3937037000000005;6.5354366;10.5511868
0.6299216;0.9055123;1.1417329;1.4566937;1.8897648;2.4015761;2.9527575;3.6614193;4.6456718;7.795279799999999
0.9055122999999999;1.2992133;1.6141741000000005;2.0866153;2.7165369;3.543309;4.8031522;5.984255200000001;7.4015788;10.787407400000001
0.24;0.51;0.87;1.54;2.4;3.31;4.61;5.91;7.76;11.02
0.8267721;1.2598432;1.9291349;2.7165369;3.4251987;4.0157502;4.488191400000002;5.1968532;6.5354366;8.6220519
0.16;0.55;0.79;1.1;1.65;2.4;3.11;3.7;4.65;7.8
0.68;1.02;1.38;1.77;2.36;3.27;4.37;5.67;7.13;10.87
1.0629927;1.4173236;1.7716545;2.3228359;3.1102379;3.8582697999999995;4.9212625;6.1811057;8.3070911;16.377961600000003
0.12;0.35;0.55;0.91;2.17;3.35;4.69;6.14;7.72;15.2
0.1968505;0.4330710999999999;0.6299216;0.9055122999999999;1.3779535;1.8897648;2.6771668;3.8188997000000002;5.984255200000001;10.354336300000002
0.5118113000000001;0.8267721;1.1417329;1.5354339;2.0078751;2.4803162999999997;3.228348200000001;4.2126007;5.7874047;10.5511868
0.43;0.59;0.83;1.3;1.77;2.24;2.87;3.82;5.31;9.72
0.16;0.67;1.1;1.69;2.6;3.66;4.72;6.22;8.15;16.46
0.6692916999999999;0.9055123;1.181103;1.4566937;1.8503947;2.2834658;2.9133874;3.5826790999999996;4.6063017;9.6456745
0.6692916999999999;2.1259854;2.9133874;3.5826790999999996;4.0551203000000005;4.763782099999999;5.2755934;5.7874047;6.456696400000001;11.2598486
0.12;0.35;0.63;1.02;1.57;2.4;3.46;5.08;8.19;17.4
0.94;1.18;1.42;1.65;2.01;2.76;3.7;5.12;8.11;14.72
0.39;0.79;1.14;1.65;2.4;3.39;4.49;5.71;7.36;13.82
0.7480319000000001;1.2992133;2.1653555;2.8346472;3.5039389;4.0157502;4.6456718;5.3149635;6.7322871;8.8189024
0.5511814;0.9448824;1.3385834;1.8110245999999999;2.4409462000000004;3.3858286;4.1732306;5.2755934;6.968507700000001;11.850400099999998
0.6692916999999999;1.4173236;2.2834658;3.1102379;3.8188997;4.370081099999999;5.1574830999999985;6.0236253;7.5196891;11.023628
0.43;0.83;1.14;1.73;2.48;3.39;4.55;6.31;8.03;16.26
0.47;0.67;1.1;1.73;2.87;3.74;4.84;6.14;7.48;11.97
1.0629927;1.9291349;2.9527575;3.8188997000000002;4.4488213;5.0393728;5.7480346;6.653546899999999;8.3858313;10.905517699999999
0.12;0.39;0.71;1.1;1.85;3.15;4.41;5.94;8.46;13.78
0.4724412;0.787402;1.3385834;1.7716545;2.2047256;2.5984266;2.9133874;3.4251987;4.1338605;5.5905542
0.4724412;1.2204731000000002;1.6141741000000005;1.8897648;2.2047256;2.4015761;2.7952771;3.4251987;4.0551203000000005;5.7480345999999995
0.787402;1.4566937;2.2047256;2.755907;3.3070884;3.93701;4.5669316;5.3543335999999995;6.2204758;9.921265199999999
1.1417329;1.7716545;2.1259854;2.4803162999999997;3.149608;3.543309;4.370081099999998;5.3937037000000005;6.102365499999999;7.9527602
0.3543309;0.9055123;1.6535442;2.3228359;2.8346472;3.5039388999999996;4.2519708;5.8267748;8.110240600000001;11.81103
0.393701;0.7480319000000001;1.2204731000000002;1.8503947;2.5196864;3.5039388999999996;4.6456718;5.8267748;7.716539599999999;9.566934300000002
0.12;0.43;0.71;1.06;1.81;2.95;4.09;5.67;7.44;10.55
0.393701;0.5905515;0.9055123;1.3385833999999999;1.6929143;2.0472452000000003;2.6377967;3.3464585;4.5275615;7.007877799999999
0.47;0.87;1.22;1.61;2.17;3.07;4.37;6.02;8.07;14.84
0.5118113000000001;0.787402;1.0629927;1.4173236;1.7716545;2.2834658;2.755907;3.3858286;4.1732306;6.929137599999999
0.43307109999999993;0.6692916999999999;0.9842525;1.2992133;1.8503947;2.5590565;3.1889781000000004;4.0551203000000005;5.1968532;9.2913436
0.12;0.31;0.39;0.55;0.83;1.46;2.48;3.43;4.84;8.43
0.67;0.87;1.1;1.42;1.85;2.36;2.99;3.74;5.04;10.83
0.24;0.2362206;0.6692916999999999;1.9291348999999998;2.9527575;3.8976398999999997;4.8031522;5.5511840999999995;7.086618;8.2283509
0.5118113000000001;1.1023628;1.574804;2.1653555;2.8346472;3.7007894;4.370081099999998;5.6692944;7.165358199999999;12.0472506
0.2362206;0.4724412;0.787402;1.2204731000000002;1.7322843999999995;2.6377967;3.0708678;3.8188997000000002;4.488191400000001;6.1811057
0.6692916999999999;0.9842525;1.3779535;1.8110245999999999;2.5196864;3.3070884;4.2126007;5.3149635;7.4015788;15.0393782
0.16;0.55;0.83;1.26;2.01;3.11;3.94;4.96;7.2;13.62
0.55;0.94;1.3;1.65;2.24;3.15;4.29;5.91;8.86;14.57
0.6452816;0.8458691999999999;1.3265842;1.6284281;1.8365912;2.4052158;3.35261592;4.6235816;6.5261584;9.485216000000001
0.51;0.91;1.3;1.77;2.52;3.5;4.69;5.98;7.64;11.3
0.35;0.51;0.71;1.06;1.46;2.01;2.8;3.86;6.26;10.2
0.9055122999999999;1.4960638000000002;2.362206;3.1889781000000004;3.7401595;4.2126007;5.0393728;5.6299243;6.2204758;8.2283509
0.28;0.39;0.59;0.98;1.5;2.09;2.72;3.94;5.63;9.13
0.67;0.98;1.26;1.54;1.85;2.48;3.54;5.04;7.4;15.51
0.393701;0.6692916999999999;1.0629927;1.6535442;2.2440957000000004;2.6771667999999997;3.228348200000001;3.7007894;4.5275615;6.377956200000001
0.12;0.43;0.67;1.18;2.4;3.7;5.08;6.54;8.07;15.71
0.1574804;0.1968505;0.3149608;0.7086618;1.7322843999999995;2.4409462000000004;3.1889781000000004;3.8582697999999995;4.960632599999999;6.8110273
0.35;0.67;1.14;1.65;2.28;3.11;4.29;5.67;7.95;11.18
0.31;0.71;1.06;1.69;2.72;3.66;4.49;5.51;7.24;11.57
0.2;0.51;0.98;1.61;2.6;3.62;4.57;6.06;9.02;18.03
0.5905515;1.1023628;1.5354339;1.9291348999999998;2.2440957000000004;2.5590565;2.9527575;3.7795296;5.0000027000000005;6.5748067
0.12;0.16;0.47;0.71;1.18;2.52;4.17;5.63;7.83;13.7
0.9448824;1.4173236;1.9291349;2.5984266;3.3858286;4.2126007;5.118113;6.2204758;7.834649900000001;11.7716599
1.0629927;1.4960638000000002;1.8897648;2.4015761;3.1102379;4.0157502;5.0393728;6.1417356;7.4409489;13.7401649
0.67;0.94;1.18;1.5;1.85;2.48;3.5;5.12;7.24;13.07
0.787402;0.9842525;1.2204731000000002;1.5354339;2.0078751;2.5196864;3.1102379;3.7795296;4.8425223;9.055123
0.9448824;1.4960638000000002;2.0472452000000003;2.7952771;3.4645687999999994;4.0551203000000005;4.881892400000001;5.7874047;6.8503974;10.2755961
0.787402;1.0236226000000002;1.2204731000000002;1.4566937;1.7716545;2.1653555;2.8740173;3.8188997000000002;5.511814;11.417328999999999
0.393701;0.5905515;0.8661421999999999;1.2204731000000002;1.6535442;2.2440957000000004;2.9133874;4.2519708;5.7874047;8.700792100000001
0.51;0.63;0.83;1.14;1.54;2.24;3.58;5.43;7.24;12.91
0.43307109999999993;0.7086618;0.9842525;1.3385833999999999;1.8503947;2.362206;2.9527575;3.7795296;5.2362233;7.834649900000001
0.7480319000000001;2.0472452000000003;2.9133874;3.543309;4.0157502;4.724412;5.3937037000000005;5.905515;6.4960665;7.834649900000001
0.4724412;0.787402;1.8110246;2.4803162999999997;3.0314977;3.543309;4.291340900000002;5.0393728;6.102365499999999;8.700792100000001
0.55;0.75;0.98;1.42;2.09;3.07;4.21;6.3;10.0;17.36
0.31;0.43;0.67;1.14;1.97;2.87;3.98;5.47;7.76;10.12
0.787402;1.4566937;2.2834658;3.0314977;3.7007894;4.370081099999999;5.118113;5.9448851;7.204728299999999;13.0315031
0.5118113000000001;1.0236226000000002;1.5354339;2.2440957000000004;3.0708678;3.8582697999999995;4.8031522;5.7480345999999995;7.3228386;10.0393755
1.4566937;2.1259854;2.6771668;3.2283482000000006;3.7795296;4.291340900000001;4.8031522;5.6692944;6.2204758;7.834649900000001
0.6692916999999999;1.181103;2.0866153;2.9133874;3.5826791;4.4094512;4.8031522;5.511814;7.165358199999999;8.661422
0.8267721;1.3385834;2.0472452000000003;2.7952771;3.4645687999999994;4.291340900000001;4.8425223;5.7480345999999995;6.7716572;11.3385888
1.1023628;1.8897648;2.6377967;3.3858286;3.8976399;4.6456718;5.2362233;6.2204758;7.2834685;8.937012699999999
0.4;0.7;1.2;1.7;2.3;3.0;3.4;4.5;6.1;9.4
0.9448824;1.3385834;1.6929143;2.1653555;2.8346472;3.6220491999999997;4.488191400000002;5.6692944;8.1496107;13.0708732
0.6692916999999999;0.9055123;1.1417329;1.3779535;1.6929143;2.0472452000000003;2.6377967;3.3858286;4.4488213;8.2283509
0.67;1.02;1.34;1.73;2.36;3.15;4.29;5.83;7.83;14.57
0.63;1.1;1.5;1.97;2.68;3.5;4.41;5.87;8.35;14.17
0.393701;0.7086618;1.0629927;1.6141741000000003;2.4803163;3.3464585;4.370081099999998;5.7874047;7.9133901;10.7480373
0.39;0.59;0.79;1.14;1.65;2.2;2.91;3.82;4.96;7.87
0.2;0.5;0.8;1.1;2.1;3.4;4.5;6.3;8.3;12.8
0.787402;1.181103;1.4960638000000002;1.8110245999999999;2.2834658;2.8740172999999998;3.5039389;4.094490400000001;4.960632599999999;7.086618
0.5511814;1.2598432;2.1653555;2.8346472;3.3464585;3.8582697999999995;4.4094512;5.3149635;6.0629954;8.0315004
0.7086618;1.1417329;1.574804;2.0866153;2.5590565;3.0708678;3.5039389;3.93701;4.881892400000001;7.9133901
0.39;0.55;0.83;1.1;1.5;2.01;2.68;3.59;4.8;7.56
0.5511814;1.4173236;2.1653555;2.6771667999999997;3.2677183;3.8582697999999995;4.4488213;5.3543335999999995;6.2204758;9.0157529
0.9055122999999999;1.4173236;2.1259854;2.8740172999999998;3.5826791;4.370081099999999;5.0393728;5.6692944;7.4015788;19.3700892
0.3543309;0.5511814;0.8267721;1.1417329;1.6141741000000005;2.2440957000000004;2.8740173;3.7401595000000003;4.763782099999999;7.795279799999999
0.5905515;0.9842525;1.4173236;1.8503947;2.2440957000000004;2.5590565;3.3070884;4.1732306;5.3149635;8.110240600000001
0.67;0.94;1.3;1.69;2.2;2.95;3.86;5.43;7.52;13.15
0.16;0.43;0.75;1.18;2.24;3.43;4.49;5.63;7.28;12.28
0.08;0.24;0.51;0.79;1.38;2.6;4.02;5.71;7.72;11.69
0.6299216;1.0629927;1.6535442;2.3228359;2.9527575;3.6614193;4.6063017;5.3937037000000005;6.2598459;8.976382800000001
0.43307109999999993;0.9055123;1.574804;2.0078751;2.362206;2.755907;3.1102379;3.543309;4.5275615;8.4645715
0.35;0.67;0.98;1.38;2.01;2.76;3.66;4.8;6.57;12.24
0.6299216;1.0629927;1.6141741000000005;2.0472452000000003;2.4803163;2.9527575;3.3464585;3.7795296;4.5275615;7.5984293
0.5118113000000001;0.787402;1.1023628;1.4173236;1.8897648;2.5590565;3.543309;4.370081099999999;5.7480345999999995;12.0866207
0.4;0.8;1.3;2.0;3.0;3.9;4.8;5.9;7.1;14.0
0.6299216;0.9842525;1.3385834;1.7716545;2.4015761;3.2283482000000006;4.2519708;5.7874047;7.5196891;11.0629981
1.0629927;1.4173236;1.7716545;2.2834658;2.9921276000000003;3.7401595000000003;4.5669316;5.511814;6.7716572;11.299218699999999
0.3149608;1.2204731000000002;1.9291349;2.2440957000000004;2.4409462000000004;2.8346472;3.149608;3.5826790999999996;4.488191400000001;5.3937037000000005
0.1968505;0.4724412;1.1417329;2.0472452000000003;3.149608;3.8976398999999997;4.6456718;5.7874047;6.968507700000001;7.9921303
0.7086618;1.0629927;1.3779535;1.7716545;2.2834658;2.8740172999999998;3.7795296;5.0000027000000005;6.0236253;11.7716599
0.787402;1.1417329;1.4960638000000002;1.968505;2.6771668;3.4645687999999994;4.1732306;5.0393728;6.8503974;12.007880499999999
0.47;0.75;1.14;1.69;2.13;2.68;3.19;3.78;4.89;6.57
0.55;0.91;1.26;1.69;2.28;3.15;4.21;5.79;6.89;14.21
0.5511814;1.0236226000000002;2.2440957000000004;3.0314977;3.7795296;4.8031522;5.5511841;6.653546899999999;8.267721;9.527564199999999
0.0787402;0.3149608;0.6299216;1.7716545;2.6377967;3.0708678;3.6220492;4.2519708;5.905515;7.795279799999999
0.35;0.59;0.91;1.65;2.56;3.39;4.37;5.63;7.52;10.43
0.6299216;1.1023628;1.6535442;2.2834658;2.8740173;3.3464585;4.1338605;5.2755934;6.2598459;9.527564199999999
0.5118113000000001;1.0236226000000002;2.0472452000000003;2.8740172999999998;3.7795296;4.4488213;5.2362233;6.5354366;7.007877799999999;8.7795323
0.12;0.47;0.79;1.46;2.48;3.5;4.29;5.43;6.85;13.78
0.2;0.63;0.98;1.5;2.36;3.62;5.08;6.61;8.43;14.92
0.59;0.94;1.3;1.81;2.6;3.7;4.65;6.22;8.7;12.76
0.12;0.28;0.59;1.06;1.93;2.87;4.17;5.59;8.54;15.91
1.0629927;2.0078751;2.9133874;3.6614193;4.2519708;5.1968532;5.9448851;6.5354366;8.3858313;12.0472506
0.39;0.51;0.83;1.3;2.01;3.19;4.45;5.59;6.85;10.59
0.08;0.08;0.24;0.51;1.42;2.68;3.43;4.29;5.24;8.15
0.08;0.14;0.28;0.39;1.06;2.48;3.7;5.43;6.97;8.98
0.79;1.02;1.26;1.54;1.85;2.28;2.91;3.62;4.76;8.54
0.12;0.39;0.55;0.67;0.94;1.42;2.36;3.62;4.8;9.13
0.787402;1.2204731000000002;1.7716545;2.5984266;3.2677183;3.9763801;4.724412;5.708664499999999;7.5196891;12.007880499999999
0.12;0.28;0.51;0.71;1.14;2.2;3.94;6.06;8.43;16.18
1.0236226000000002;1.4173236;1.8503947;2.362206;2.9133874;3.4645687999999994;4.370081099999998;5.7874047;7.87402;11.2204785
0.16;0.24;0.28;0.39;0.75;1.85;2.91;3.86;5.04;10.35
0.63;0.91;1.14;1.46;1.81;2.6;3.82;5.12;8.15;15.31
0.08;0.2;0.47;0.63;0.83;1.18;1.89;3.45;4.96;9.49
0.5118113000000001;1.2204731000000002;1.574804;2.0472452000000003;2.8346472;3.8582697999999995;4.8425223;5.8661449;7.086618;9.330713699999999
0.24;0.55;0.87;1.26;2.05;2.99;4.37;5.79;7.32;10.87
1.181103;2.0078751;2.755907;3.3464585;3.8188997;4.4094512;5.2362233;5.7874047;6.4173263;8.937012699999999
0.5905515;1.4566937;2.0078751;2.362206;2.6771668;2.9527575;3.3464585;3.8582697999999995;4.724412;5.984255200000001
0.2;0.5;0.9;1.8;3.0;4.0;5.2;6.3;8.5;12.2
0.47;0.67;0.91;1.22;1.65;2.2;2.8;3.7;5.31;9.69
0.2755907;0.4724412;0.7086618;1.3385833999999999;2.4015761;3.4251987;4.6063017;5.905515;8.188980800000001;10.196855900000001
0.43;0.87;1.26;2.05;2.91;3.7;4.53;5.31;6.77;12.05
0.12;0.39;0.75;1.3;2.17;3.39;4.69;6.22;9.02;14.57
0.43;0.67;1.02;1.54;2.32;3.23;4.21;5.39;7.17;11.57
0.8267721;1.6929143;2.5196864;3.1102379;3.8582698;4.370081099999999;5.1574830999999985;5.7874047;6.968507700000001;8.661422
0.12;0.39;0.71;1.14;1.93;2.83;3.9;5.63;6.81;12.64
0.31;0.51;0.91;1.5;2.05;2.64;3.27;4.06;5.08;6.73
1.26;2.28;2.91;3.43;3.9;4.37;5.08;5.71;6.3;14.92
0.08;0.12;0.31;0.51;0.79;2.13;3.98;5.79;8.46;12.2
0.67;0.94;1.26;1.57;2.13;2.91;3.94;5.51;7.44;14.69
0.67;1.02;1.46;1.93;2.64;3.46;4.33;5.55;7.24;16.06
0.5118113000000001;0.8661421999999999;1.2598432;1.7322843999999997;2.2440957000000004;2.8346472;3.4251987;4.094490400000001;5.2755934;6.7322871
0.4;0.9;1.8;2.8;3.6;4.4;5.2;6.3;7.9;11.2
0.6299216;1.3779535;2.0078751;2.5196864;3.1102379;3.7795296;4.2126007;4.960632599999999;5.708664499999999;8.4252014
0.9055122999999999;1.4960638000000002;2.1259854;2.7952771;3.3858286;4.2519708;4.9606325999999985;5.984255200000001;7.755909700000001;13.110243300000002
0.8267721;0.9055123;1.6929143;3.0708678;3.8976399;4.5669316;5.0787429;5.708664499999999;7.086618;10.314966199999999
1.2598432;1.9291349;2.4803163;2.9921276000000003;3.5039389;4.0551203000000005;4.8031522;5.8267748;6.6141768;11.299218699999999
0.1574804;0.5511814;0.8267721;1.0629927;1.4173236;1.8503947;2.6377967;3.543309;4.9212625;11.2204785
0.8661421999999999;1.2204731000000002;1.5354339;1.9291348999999998;2.4803163;3.3858286;4.370081099999998;5.6299243;7.834649900000001;16.377961600000003
0.5511814;1.0236226000000002;1.6929143;2.4409462000000004;2.8740173;3.6614193;4.6063017;5.3543335999999995;7.4015788;9.0157529
0.6299216;1.4173236;2.4803163;3.3070884;3.8976399;4.5275615;5.1968532;5.8267748;6.5354366;9.1338632
0.1574804;0.7480319000000001;1.181103;1.574804;2.1259854;3.1102379;4.330711;5.7874047;8.0708705;14.488196799999999
0.43307109999999993;0.8661421999999999;1.1417329;1.574804;2.1259854;3.3464585;4.6850419;6.2204758;8.740162199999999;14.9212679
0.12;0.35;0.59;1.02;2.01;3.15;4.53;6.14;8.27;13.03
0.3543309;0.6299216;0.9055123;1.2598432;1.7322843999999995;2.4409462000000004;3.2677183;4.2126007;5.7874047;11.6141795
0.51;0.79;1.181;1.57;2.2;3.19;4.33;5.79;7.95;13.58
0.5118113000000001;0.787402;1.1023628;1.4566937;1.8503947;2.3228359;2.9133874;3.7795296;5.3149635;8.6220519
0.2;0.43;0.67;1.26;2.4;3.43;4.72;5.71;7.13;11.38
0.8267721;1.4566937;2.0472452000000003;2.5590565;2.9527575;3.5826790999999996;4.0944904000000015;4.6850419;5.6299243;8.661422
0.9842525;1.4960638000000002;1.9291349;2.4803162999999997;3.0314977;3.5826790999999996;4.4094512;5.708664499999999;7.3228386;10.787407400000001
0.71;1.1;1.46;1.81;2.36;3.39;4.65;6.3;9.06;15.35
0.08;0.31;0.47;0.98;1.85;2.68;3.7;5.08;6.65;9.96
0.6299216;1.0236226000000002;1.574804;2.1259854;2.9527575;3.7401595000000003;4.6063017;5.708664499999999;6.968507700000001;8.700792100000001
0.5511814;1.0629927;1.4566937;1.8897648;2.6771668;3.4645687999999994;4.2519708;5.511814;7.204728299999999;10.629927
0.4724412;0.9448824;2.1653555;3.3858286;4.2519708;5.0000027000000005;5.905515;6.456696400000001;8.700792100000001;10.196855900000001
0.8661421999999999;1.2204731000000002;1.4960638000000002;1.8897648;2.4803163;3.2283482000000006;4.2519708;5.5905542;7.9133901;15.275598800000001
0.5905515;1.181103;1.7716545;2.2047256;2.7952771;3.3464585;4.0944904000000015;4.960632599999999;5.9448851;8.2283509
0.31;0.55;0.87;1.46;2.24;3.15;4.37;5.43;7.32;12.83
0.6299216;1.2992133;2.0472452000000003;2.6771667999999997;3.1889781000000004;3.7007894;4.2519708;4.8031522;5.905515;10.590556900000001
0.35;0.71;1.1;1.65;2.56;3.62;4.8;6.14;8.23;16.61
0.5118113000000001;0.8267721;1.4173236;2.0866153;2.9527575;3.6220491999999997;4.6063017;5.6692944;7.007877799999999;9.4094539
0.5905515;0.8267721;1.2204731000000002;1.7322843999999997;2.2440957000000004;2.8346472;3.228348200000001;3.7795296;4.488191400000001;5.8661449
0.56692944;1.20472506;1.73622141;2.1614184900000004;2.72834793;3.29527737;3.75590754;4.110238440000002;6.0236253;8.8582725
0.12;0.43;0.71;1.14;1.93;2.56;3.15;3.78;4.69;8.9
0.5511814;1.1023628;1.7322843999999995;2.4803162999999997;3.2677183;3.8582697999999995;4.6850419;5.708664499999999;6.7716572;9.330713699999999
0.5905515;1.2992133;2.1259854;2.9527575;3.5826791;4.370081099999999;5.0000027000000005;5.708664499999999;6.8110273;9.527564199999999
1.181103;2.0472452000000003;2.5590565;3.1889781000000004;3.543309;4.1732306;5.0000027000000005;5.5511840999999995;7.2834685;11.9291403
0.59;1.14;1.89;2.44;2.91;3.46;4.45;5.35;6.54;8.98
0.12;0.16;0.51;0.75;1.46;2.99;4.21;5.47;7.13;15.31
0.9448824;1.574804;2.4803163;3.1102379;3.8188997;4.5275615;5.1968532;5.8661449;7.4015788;10.2755961
0.12;0.39;0.59;0.79;1.46;2.56;4.06;5.79;7.99;14.65
0.12;0.43;0.59;0.79;1.18;2.17;3.7;5.98;8.74;11.77
0.787402;1.3779535;2.1653555;2.8740172999999998;3.5039389;4.2126007;4.6850419;5.511814;6.1417356;8.8189024
0.08;0.12;0.31;0.63;1.1;2.2;3.78;5.47;7.48;12.01
0.71;0.94;1.26;1.77;2.68;3.82;5.08;6.65;8.27;13.46
0.43307109999999993;0.6299216;0.8661421999999999;1.1417329;1.6141741000000005;2.2440957000000004;2.9133874;3.6614193;4.8425223;7.3228386
0.9055122999999999;1.7716545;2.4015761;2.8740172999999998;3.3070884;3.8582697999999995;4.488191400000002;5.0000027000000005;6.1417356;8.740162199999999
0.6692916999999999;1.2992133;2.0866153;2.7165369;3.4645687999999994;4.370081099999999;5.118113;5.708664499999999;7.5196891;13.2677237
0.5118113000000001;0.6692916999999999;0.8661421999999999;1.1417329;1.6141741000000005;2.2047256;2.8740173;3.7007894;5.0000027000000005;14.685047299999999
0.9055122999999999;1.1023628;1.3385834;1.574804;1.8503947;2.3228359;2.9527575;3.8582697999999995;5.1968532;9.0944931
0.5118113000000001;0.7480319000000001;1.1023628;1.574804;2.2047256;3.0708678;4.0157502;5.7874047;7.9133901;13.307093799999999
0.47;0.75;1.06;1.65;2.36;3.19;4.49;5.98;7.64;10.59
0.24;0.39;0.63;1.14;1.81;2.32;2.91;3.82;5.39;9.02
0.12;0.39;0.51;0.67;0.87;1.22;1.97;3.74;6.22;9.92
0.4724412;1.0236226000000002;2.2047256;3.4645687999999994;4.370081099999998;5.0000027000000005;5.5511841;6.3385861;8.4645715;11.6141795
0.5905515;1.1023628;1.4173236;1.7322843999999997;2.0472452000000003;2.4015761;2.9133874;3.4645687999999994;4.488191400000001;5.9448851
0.47;0.67;0.91;1.18;1.57;2.17;2.76;3.46;4.69;9.33
0.24;0.31;0.39;0.71;1.3;2.2;2.95;3.86;5.08;8.5
